,timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,MA_short,MA_long,signal
0,2025-01-28 05:00:00,102901.45000000,103339.61000000,102812.90000000,103014.59,600.32769000,1738043999999,61887292.31120910,114213,276.05844000,28459960.28596230,0,,,0
1,2025-01-28 06:00:00,103014.60000000,103200.00000000,102599.20000000,102744.38,464.09702000,1738047599999,47737229.84598030,114599,177.92731000,18303508.27565660,0,,,0
2,2025-01-28 07:00:00,102744.39000000,103343.65000000,102527.39000000,102789.72,747.72197000,1738051199999,76975554.29767160,143313,398.31676000,41005095.55715560,0,,,0
3,2025-01-28 08:00:00,102789.72000000,103028.53000000,102607.34000000,102851.23,428.04639000,1738054799999,44001834.96521630,145995,198.84160000,20439616.59389310,0,,,0
4,2025-01-28 09:00:00,102851.23000000,102965.28000000,102393.94000000,102955.99,668.40201000,1738058399999,68633622.73966210,154511,305.69023000,31394232.81519310,0,,,0
5,2025-01-28 10:00:00,102955.99000000,103181.82000000,102600.79000000,102745.36,480.98824000,1738061999999,49498776.86290190,117452,238.67218000,24562414.56482460,0,,,0
6,2025-01-28 11:00:00,102745.37000000,102943.07000000,102564.77000000,102762.01,474.16550000,1738065599999,48727585.48543940,118595,264.47746000,27178061.26701980,0,,,0
7,2025-01-28 12:00:00,102762.02000000,102988.60000000,102476.63000000,102599.99,532.30825000,1738069199999,54666621.32082390,170308,272.01382000,27937762.57218420,0,,,0
8,2025-01-28 13:00:00,102599.99000000,102938.71000000,102482.35000000,102597.36,415.81567000,1738072799999,42703857.68187090,142302,211.86428000,21760222.48336960,0,,,0
9,2025-01-28 14:00:00,102597.37000000,102891.33000000,101815.26000000,102641.99,1942.83069000,1738076399999,198919419.40575870,464932,931.05257000,95332943.91066100,0,,,0
10,2025-01-28 15:00:00,102642.00000000,103800.00000000,102504.00000000,102777.99,2215.49639000,1738079999999,228556325.27894630,531227,1214.18516000,125284750.52041120,0,,,0
11,2025-01-28 16:00:00,102777.99000000,102907.98000000,101906.24000000,102250.01,1546.13479000,1738083599999,158203220.65334750,411702,748.18991000,76556179.73232510,0,,,0
12,2025-01-28 17:00:00,102250.01000000,103098.00000000,102220.07000000,102572.82,1402.30003000,1738087199999,144012107.20276350,320346,783.86334000,80494823.23056810,0,,,0
13,2025-01-28 18:00:00,102572.82000000,103108.00000000,102160.00000000,102205.79,1038.92770000,1738090799999,106679512.95121090,298538,478.76405000,49165905.85856750,0,,,0
14,2025-01-28 19:00:00,102205.78000000,102660.00000000,101820.15000000,102424.24,708.69151000,1738094399999,72419298.17495720,216844,326.07688000,33319964.21908060,0,,,0
15,2025-01-28 20:00:00,102424.24000000,102538.00000000,101197.04000000,101264.48,965.13217000,1738097999999,98229550.55784820,228050,378.78492000,38566671.49019610,0,,,0
16,2025-01-28 21:00:00,101264.02000000,101547.22000000,100272.68000000,100334.01,1374.70182000,1738101599999,138762386.37066640,296940,611.43247000,61747887.92154960,0,,,0
17,2025-01-28 22:00:00,100334.00000000,101404.00000000,100274.96000000,101265.63,856.17912000,1738105199999,86302350.71267200,251382,444.45486000,44800818.24175740,0,,,0
18,2025-01-28 23:00:00,101265.63000000,101450.00000000,100750.00000000,101335.52,647.24354000,1738108799999,65466808.96280060,184036,300.50676000,30403425.77549220,0,,,0
19,2025-01-29 00:00:00,101335.52000000,101819.67000000,101328.01000000,101702.59,503.58708000,1738112399999,51144558.32696700,142161,262.71711000,26680815.39537190,0,102291.785,,0
20,2025-01-29 01:00:00,101702.60000000,101993.68000000,101461.12000000,101845.02,465.55965000,1738115999999,47367245.10605510,123184,200.05603000,20359886.04076180,0,102233.30649999999,,0
21,2025-01-29 02:00:00,101845.02000000,102319.69000000,101696.01000000,101795.4,365.79734000,1738119599999,37304093.16738220,102966,174.43982000,17794798.96779260,0,102185.85750000001,,0
22,2025-01-29 03:00:00,101795.41000000,102162.80000000,101764.24000000,102038.2,361.43929000,1738123199999,36862100.79762590,100793,142.46585000,14528713.47447350,0,102148.28150000001,,0
23,2025-01-29 04:00:00,102038.21000000,102190.00000000,101955.51000000,102001.06,323.51148000,1738126799999,33023333.00930130,77566,135.56352000,13839237.04637190,0,102105.773,,0
24,2025-01-29 05:00:00,102001.06000000,102384.61000000,101980.27000000,102262.0,414.72434000,1738130399999,42393780.33631690,73576,232.97532000,23814684.05027090,0,102071.07350000001,,0
25,2025-01-29 06:00:00,102262.00000000,102853.53000000,102237.05000000,102801.64,572.47612000,1738133999999,58707843.31598960,114079,354.82097000,36387818.91438230,0,102073.8875,,0
26,2025-01-29 07:00:00,102801.64000000,102815.66000000,102449.97000000,102755.82,453.49449000,1738137599999,46523261.17309370,109430,219.38386000,22507719.95310550,0,102073.57800000001,,0
27,2025-01-29 08:00:00,102755.81000000,103000.00000000,102680.00000000,102732.03,527.67437000,1738141199999,54272513.69002360,125725,285.84634000,29404502.76689310,0,102080.18000000001,,0
28,2025-01-29 09:00:00,102732.03000000,102770.00000000,102303.68000000,102334.4,636.15136000,1738144799999,65226186.91197000,137657,307.72233000,31555447.58165870,0,102067.032,,0
29,2025-01-29 10:00:00,102334.41000000,102726.77000000,102180.65000000,102547.01,380.52460000,1738148399999,39004031.62524230,87474,201.78691000,20684829.11888840,0,102062.283,,0
30,2025-01-29 11:00:00,102547.01000000,102809.52000000,102425.87000000,102646.0,665.36345000,1738151999999,68241920.85870200,90751,452.88877000,46443726.76315680,0,102055.6835,,0
31,2025-01-29 12:00:00,102646.00000000,102842.04000000,102220.13000000,102229.85,788.66391000,1738155599999,80877867.69371830,147281,430.51357000,44157049.10439310,0,102054.67549999998,,0
32,2025-01-29 13:00:00,102229.85000000,102330.81000000,101699.59000000,101836.23,1753.23136000,1738159199999,178838546.81750880,244056,611.27353000,62333383.07730770,0,102017.846,,0
33,2025-01-29 14:00:00,101836.23000000,102380.00000000,101582.37000000,102029.93,1034.80608000,1738162799999,105547702.27222680,307235,523.95295000,53434682.06565550,0,102009.053,,0
34,2025-01-29 15:00:00,102029.94000000,102531.64000000,101798.01000000,101980.78,805.96141000,1738166399999,82304286.94803400,320039,403.47843000,41211136.35172420,0,101986.88,,0
35,2025-01-29 16:00:00,101980.78000000,102150.00000000,101675.62000000,102092.01,630.14712000,1738169999999,64244836.54094420,220703,335.81784000,34241058.37265450,0,102028.2565,,0
36,2025-01-29 17:00:00,102092.00000000,102777.78000000,101995.37000000,102406.98,812.35271000,1738173599999,83245446.98109260,209427,352.52127000,36115553.04538210,0,102131.905,,0
37,2025-01-29 18:00:00,102406.97000000,103000.00000000,102008.00000000,102854.15,941.94334000,1738177199999,96648978.12681850,257948,515.75974000,52928946.53518700,0,102211.33099999999,,0
38,2025-01-29 19:00:00,102854.14000000,103999.00000000,101400.01000000,103583.99,4875.47463000,1738180799999,501228964.78677390,881888,2605.58131000,268018773.06530510,0,102323.7545,,0
39,2025-01-29 20:00:00,103584.00000000,104782.68000000,102868.00000000,104193.93,2958.23804000,1738184399999,307556477.63793280,632949,1565.51933000,162817273.71877430,0,102448.32149999999,,0
40,2025-01-29 21:00:00,104193.92000000,104393.93000000,103715.50000000,103741.11,1513.96665000,1738187999999,157553981.94755940,366718,704.65014000,73333398.51922510,0,102543.126,,0
41,2025-01-29 22:00:00,103741.11000000,104010.94000000,103405.77000000,103492.06,715.81564000,1738191599999,74224816.59048180,145919,338.68825000,35111875.11801610,0,102627.959,,0
42,2025-01-29 23:00:00,103492.07000000,104344.64000000,103460.00000000,103733.24,654.45356000,1738195199999,68040920.11037550,170174,316.74863000,32931328.76761480,0,102712.711,,0
43,2025-01-30 00:00:00,103733.25000000,104123.36000000,103278.54000000,104026.04,797.51926000,1738198799999,82691359.70247940,203674,437.37815000,45354095.65848270,0,102813.96,,0
44,2025-01-30 01:00:00,104026.05000000,104555.00000000,103925.00000000,104264.15,773.76345000,1738202399999,80707396.00352060,183178,439.48350000,45843259.22036970,0,102914.0675,,0
45,2025-01-30 02:00:00,104264.15000000,104668.35000000,103994.46000000,104663.19,823.76503000,1738205999999,85979898.76357400,139919,457.53046000,47758766.30346580,0,103007.14499999999,,0
46,2025-01-30 03:00:00,104663.19000000,105300.00000000,104493.16000000,105196.0,1481.85543000,1738209599999,155489741.18789390,194048,930.50063000,97665511.45375850,0,103129.154,,0
47,2025-01-30 04:00:00,105196.00000000,105595.81000000,104842.37000000,105478.0,858.83312000,1738213199999,90324075.89026330,160171,439.74018000,46260645.82933280,0,103266.45249999998,,0
48,2025-01-30 05:00:00,105478.00000000,105520.00000000,104996.97000000,105375.7,805.90020000,1738216799999,84820598.98315760,126979,338.14349000,35594818.70223660,0,103418.51749999999,,0
49,2025-01-30 06:00:00,105375.70000000,105580.16000000,105346.12000000,105544.0,229.09463000,1738220399999,24163652.19278940,24827,132.80701000,14007518.54844180,0,103568.367,102806.3124,1
