,timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,MA_short,MA_long,signal
0,2025-01-27 10:00:00,99424.37000000,99454.76000000,98263.49000000,98392.74,1793.67761000,1737975599999,177275476.28727920,378087,725.35485000,71689444.12505780,0,,,0
1,2025-01-27 11:00:00,98392.74000000,99362.03000000,98324.01000000,98761.13,1586.35827000,1737979199999,156864473.09550800,310671,833.70793000,82451831.32275210,0,,,0
2,2025-01-27 12:00:00,98761.12000000,100910.27000000,98714.28000000,100619.68,2164.86447000,1737982799999,216018214.40047190,394235,1210.56074000,120846396.66851450,0,,,0
3,2025-01-27 13:00:00,100619.68000000,101666.66000000,100000.00000000,100483.99,3735.69795000,1737986399999,377093703.00254600,658901,1829.09475000,184708243.70500680,0,,,0
4,2025-01-27 14:00:00,100483.98000000,102317.94000000,100105.54000000,101920.89,3112.55474000,1737989999999,315056850.36002640,678052,1660.20020000,168135251.02354080,0,,,0
5,2025-01-27 15:00:00,101920.88000000,102118.49000000,100852.00000000,101112.03,2332.95744000,1737993599999,236973467.75370670,504521,1031.38461000,104765482.98562840,0,,,0
6,2025-01-27 16:00:00,101112.03000000,101250.56000000,99566.25000000,99744.0,2339.06542000,1737997199999,234715661.97735280,547396,935.72013000,93841454.80545960,0,,,0
7,2025-01-27 17:00:00,99744.00000000,100050.02000000,99049.98000000,99150.01,1752.65969000,1738000799999,174442310.95720460,368393,802.87601000,79917952.06103080,0,,,0
8,2025-01-27 18:00:00,99150.01000000,99753.89000000,98864.00000000,99180.0,1546.97033000,1738004399999,153519165.73650570,331675,593.64391000,58943527.88450820,0,,,0
9,2025-01-27 19:00:00,99180.00000000,99952.00000000,99175.03000000,99700.02,1234.90229000,1738007999999,122894336.89582150,301922,631.27762000,62832156.01953730,0,,,0
10,2025-01-27 20:00:00,99700.01000000,101750.40000000,99606.46000000,101386.5,1537.60168000,1738011599999,154997760.63621180,356855,780.94080000,78663216.98408560,0,,,0
11,2025-01-27 21:00:00,101386.11000000,102405.00000000,100954.00000000,101349.67,1827.57602000,1738015199999,186022403.41363050,450784,924.21786000,94099236.73977810,0,,,0
12,2025-01-27 22:00:00,101349.67000000,101961.09000000,101277.77000000,101637.18,548.21078000,1738018799999,55702293.92006970,154450,287.65571000,29231338.98175480,0,,,0
13,2025-01-27 23:00:00,101637.18000000,102183.21000000,101637.18000000,102082.83,829.16272000,1738022399999,84505448.91214830,201274,475.00778000,48412719.42238750,0,,,0
14,2025-01-28 00:00:00,102082.83000000,102892.00000000,101777.00000000,101856.01,1185.97000000,1738025999999,121378707.18914030,257265,572.97025000,58660481.13466690,0,,,0
15,2025-01-28 01:00:00,101856.00000000,102000.00000000,101382.66000000,101382.67,818.89033000,1738029599999,83266409.40373190,172318,409.21308000,41606017.17081300,0,,,0
16,2025-01-28 02:00:00,101382.66000000,102436.79000000,101334.55000000,102402.01,820.01441000,1738033199999,83531734.14235190,214009,382.27873000,38958090.37859380,0,,,0
17,2025-01-28 03:00:00,102402.01000000,102880.00000000,102026.02000000,102636.32,845.36163000,1738036799999,86637126.83406380,188865,384.47117000,39411091.40734250,0,,,0
18,2025-01-28 04:00:00,102636.32000000,103371.24000000,102600.00000000,102901.45,842.31078000,1738040399999,86779990.68517450,170902,446.54118000,46007724.88470370,0,,,0
19,2025-01-28 05:00:00,102901.45000000,103339.61000000,102812.90000000,103014.59,600.32769000,1738043999999,61887292.31120910,114213,276.05844000,28459960.28596230,0,100985.686,,0
20,2025-01-28 06:00:00,103014.60000000,103200.00000000,102599.20000000,102744.38,464.09702000,1738047599999,47737229.84598030,114599,177.92731000,18303508.27565660,0,101203.26800000001,,0
21,2025-01-28 07:00:00,102744.39000000,103343.65000000,102527.39000000,102789.72,747.72197000,1738051199999,76975554.29767160,143313,398.31676000,41005095.55715560,0,101404.6975,,0
22,2025-01-28 08:00:00,102789.72000000,103028.53000000,102607.34000000,102851.23,428.04639000,1738054799999,44001834.96521630,145995,198.84160000,20439616.59389310,0,101516.275,,0
23,2025-01-28 09:00:00,102851.23000000,102965.28000000,102393.94000000,102955.99,668.40201000,1738058399999,68633622.73966210,154511,305.69023000,31394232.81519310,0,101639.875,,0
24,2025-01-28 10:00:00,102955.99000000,103181.82000000,102600.79000000,102745.36,480.98824000,1738061999999,49498776.86290190,117452,238.67218000,24562414.56482460,0,101681.0985,,0
25,2025-01-28 11:00:00,102745.37000000,102943.07000000,102564.77000000,102762.01,474.16550000,1738065599999,48727585.48543940,118595,264.47746000,27178061.26701980,0,101763.5975,,0
26,2025-01-28 12:00:00,102762.02000000,102988.60000000,102476.63000000,102599.99,532.30825000,1738069199999,54666621.32082390,170308,272.01382000,27937762.57218420,0,101906.397,,0
27,2025-01-28 13:00:00,102599.99000000,102938.71000000,102482.35000000,102597.36,415.81567000,1738072799999,42703857.68187090,142302,211.86428000,21760222.48336960,0,102078.7645,,0
28,2025-01-28 14:00:00,102597.37000000,102891.33000000,101815.26000000,102641.99,1942.83069000,1738076399999,198919419.40575870,464932,931.05257000,95332943.91066100,0,102251.864,,0
29,2025-01-28 15:00:00,102642.00000000,103800.00000000,102504.00000000,102777.99,2215.49639000,1738079999999,228556325.27894630,531227,1214.18516000,125284750.52041120,0,102405.7625,,0
30,2025-01-28 16:00:00,102777.99000000,102907.98000000,101906.24000000,102250.01,1546.13479000,1738083599999,158203220.65334750,411702,748.18991000,76556179.73232510,0,102448.938,,0
31,2025-01-28 17:00:00,102250.01000000,103098.00000000,102220.07000000,102572.82,1402.30003000,1738087199999,144012107.20276350,320346,783.86334000,80494823.23056810,0,102510.09550000001,,0
32,2025-01-28 18:00:00,102572.82000000,103108.00000000,102160.00000000,102205.79,1038.92770000,1738090799999,106679512.95121090,298538,478.76405000,49165905.85856750,0,102538.526,,0
33,2025-01-28 19:00:00,102205.78000000,102660.00000000,101820.15000000,102424.24,708.69151000,1738094399999,72419298.17495720,216844,326.07688000,33319964.21908060,0,102555.59650000001,,0
34,2025-01-28 20:00:00,102424.24000000,102538.00000000,101197.04000000,101264.48,965.13217000,1738097999999,98229550.55784820,228050,378.78492000,38566671.49019610,0,102526.02,,0
35,2025-01-28 21:00:00,101264.02000000,101547.22000000,100272.68000000,100334.01,1374.70182000,1738101599999,138762386.37066640,296940,611.43247000,61747887.92154960,0,102473.587,,0
36,2025-01-28 22:00:00,100334.00000000,101404.00000000,100274.96000000,101265.63,856.17912000,1738105199999,86302350.71267200,251382,444.45486000,44800818.24175740,0,102416.768,,0
37,2025-01-28 23:00:00,101265.63000000,101450.00000000,100750.00000000,101335.52,647.24354000,1738108799999,65466808.96280060,184036,300.50676000,30403425.77549220,0,102351.728,,0
38,2025-01-29 00:00:00,101335.52000000,101819.67000000,101328.01000000,101702.59,503.58708000,1738112399999,51144558.32696700,142161,262.71711000,26680815.39537190,0,102291.785,,0
39,2025-01-29 01:00:00,101702.60000000,101993.68000000,101461.12000000,101845.02,465.55965000,1738115999999,47367245.10605510,123184,200.05603000,20359886.04076180,0,102233.3065,,0
40,2025-01-29 02:00:00,101845.02000000,102319.69000000,101696.01000000,101795.4,365.79734000,1738119599999,37304093.16738220,102966,174.43982000,17794798.96779260,0,102185.8575,,0
41,2025-01-29 03:00:00,101795.41000000,102162.80000000,101764.24000000,102038.2,361.43929000,1738123199999,36862100.79762590,100793,142.46585000,14528713.47447350,0,102148.2815,,0
42,2025-01-29 04:00:00,102038.21000000,102190.00000000,101955.51000000,102001.06,323.51148000,1738126799999,33023333.00930130,77566,135.56352000,13839237.04637190,0,102105.773,,0
43,2025-01-29 05:00:00,102001.06000000,102384.61000000,101980.27000000,102262.0,414.72434000,1738130399999,42393780.33631690,73576,232.97532000,23814684.05027090,0,102071.0735,,0
44,2025-01-29 06:00:00,102262.00000000,102853.53000000,102237.05000000,102801.64,572.47612000,1738133999999,58707843.31598960,114079,354.82097000,36387818.91438230,0,102073.8875,,0
45,2025-01-29 07:00:00,102801.64000000,102815.66000000,102449.97000000,102755.82,453.49449000,1738137599999,46523261.17309370,109430,219.38386000,22507719.95310550,0,102073.57800000001,,0
46,2025-01-29 08:00:00,102755.81000000,103000.00000000,102680.00000000,102732.03,527.67437000,1738141199999,54272513.69002360,125725,285.84634000,29404502.76689310,0,102080.18000000001,,0
47,2025-01-29 09:00:00,102732.03000000,102770.00000000,102303.68000000,102334.4,636.15136000,1738144799999,65226186.91197000,137657,307.72233000,31555447.58165870,0,102067.03199999999,,0
48,2025-01-29 10:00:00,102334.41000000,102726.77000000,102180.65000000,102547.01,380.52460000,1738148399999,39004031.62524230,87474,201.78691000,20684829.11888840,0,102062.283,,0
49,2025-01-29 11:00:00,102547.01000000,102809.52000000,102425.87000000,102727.53,449.14015000,1738151999999,46054957.28103890,66105,307.58165000,31534766.08295810,0,102059.76,101767.4988,1
